Unnamed: 0,"Route Id
(GTFS/Remix)","Route Name
(KCM)",Block Id,Departure Time,Arrival Time,"Distance
(mi)",Vehicle Size,"Efficiency
(kWh/mi)","Traction Energy
(kWh)","HVAC/ Aux
(kWh)","Total Energy
(kWh)",Depot,split category
3026,c7ffa663,3028,c7ffa663-B8,14:50:00,15:59:00,14.2,40,6.03,46.28,39.35,85.63,Atlantic-Central,no split needed
1066,38ed0ab4,3033,38ed0ab4-B9,18:53:00,19:45:00,13.67,40,6.27,47.48,38.19,85.67,Atlantic-Central,no split needed
3499,e41f9d2b,630,e41f9d2b-B4,8:09:00,16:49:00,16.46,40,5.21,48.44,37.24,85.68,Atlantic-Central,no split needed
1871,78929f5c,3006,78929f5c-B14,15:32:00,16:12:00,13.24,60,6.47,61.23,24.49,85.72,North,no split needed
2044,89249d0e,1505,89249d0e-B21,16:04:00,16:58:00,18.44,60,4.65,62.01,23.72,85.72,Atlantic-Central,no split needed
1603,6dc559e4,57,6dc559e4-B2,7:52:00,8:52:00,17.25,40,4.97,49.82,35.92,85.73,Ryerson,no split needed
1321,547bbc79,3096,547bbc79-B8,14:49:00,15:53:00,19.96,40,4.3,63.73,22.03,85.76,Bellevue,no split needed
2636,ab3b7982,107,ab3b7982-B14,18:50:00,19:45:00,19.12,40,4.5,63.29,22.67,85.96,South_Annex,no split needed
2054,89249d0e,1505,89249d0e-B9,10:04:00,10:58:00,19.16,60,4.49,62.36,23.72,86.08,Atlantic-Central,no split needed
1319,547bbc79,3096,547bbc79-B6,8:49:00,9:53:00,19.96,40,4.31,64.07,22.03,86.09,Bellevue,no split needed
2105,91309ab0,22,91309ab0-B5,18:23:00,19:20:00,22.62,40,3.81,63.33,22.81,86.14,South_Annex,no split needed
9,100344,986,6779073,6:59:00,8:24:00,38.9,40,2.22,79.46,7.0,86.45,East,no split needed
1305,50d6bd83,1994,50d6bd83-B17,0:15:00,1:19:00,21.46,40,4.03,60.86,25.66,86.52,North,no split needed
3483,e41f9d2b,630,e41f9d2b-B2,7:09:00,15:49:00,16.46,40,5.26,49.3,37.24,86.54,Atlantic-Central,no split needed
1085,3a2dec00,1010,3a2dec00-B25,23:11:00,0:21:00,20.43,40,4.24,60.49,26.07,86.56,North,no split needed
1320,547bbc79,3096,547bbc79-B7,14:48:00,15:42:00,20.08,40,4.32,65.33,21.34,86.67,Bellevue,no split needed
2045,89249d0e,1505,89249d0e-B22,16:34:00,17:28:00,19.54,60,4.44,62.96,23.72,86.68,Atlantic-Central,no split needed
788,2ec64472,1214,2ec64472-B12,11:29:00,12:22:00,19.24,60,4.51,63.16,23.65,86.81,Atlantic-Central,no split needed
1077,3a2dec00,1010,3a2dec00-B18,15:01:00,16:14:00,20.67,40,4.2,60.64,26.27,86.91,North,no split needed
1078,3a2dec00,1010,3a2dec00-B19,16:01:00,17:14:00,20.67,40,4.2,60.64,26.27,86.91,North,no split needed
1080,3a2dec00,1010,3a2dec00-B20,17:01:00,18:14:00,20.67,40,4.2,60.64,26.27,86.92,North,no split needed
8,100344,986,6779072,14:53:00,16:41:00,37.13,40,2.34,78.38,8.57,86.94,East,no split needed
1322,547bbc79,3096,547bbc79-B9,18:49:00,19:43:00,21.06,40,4.13,65.67,21.34,87.01,Bellevue,no split needed
1083,3a2dec00,1010,3a2dec00-B23,20:05:00,21:15:00,20.98,40,4.15,60.98,26.07,87.05,North,no split needed
1064,38ed0ab4,3033,38ed0ab4-B8,14:53:00,15:44:00,13.75,40,6.33,48.95,38.12,87.07,Atlantic-Central,no split needed
2632,ab3b7982,107,ab3b7982-B12,14:50:00,15:45:00,19.1,40,4.56,64.42,22.67,87.09,South_Annex,no split needed
1304,50d6bd83,1994,50d6bd83-B16,23:45:00,0:49:00,21.4,40,4.07,61.45,25.66,87.11,North,no split needed
1087,3a2dec00,1010,3a2dec00-B27,23:41:00,0:51:00,20.63,40,4.23,61.17,26.07,87.24,North,no split needed
1301,50d6bd83,1994,50d6bd83-B13,22:45:00,23:49:00,21.24,40,4.11,61.59,25.66,87.25,North,no split needed
202,0bd380cb,773,0bd380cb-B17,19:15:00,19:59:00,13.06,60,6.68,51.95,35.34,87.28,Ryerson,no split needed
210,0bd380cb,773,0bd380cb-B24,21:45:00,22:29:00,13.06,60,6.68,51.95,35.34,87.28,Ryerson,no split needed
790,2ec64472,1214,2ec64472-B14,12:29:00,13:22:00,19.42,60,4.5,63.8,23.65,87.44,Atlantic-Central,no split needed
1072,3a2dec00,1010,3a2dec00-B13,7:34:00,8:45:00,20.87,40,4.19,61.32,26.14,87.45,North,no split needed
1073,3a2dec00,1010,3a2dec00-B14,8:04:00,9:15:00,20.87,40,4.19,61.32,26.14,87.46,North,no split needed
1069,3a2dec00,1010,3a2dec00-B10,6:34:00,7:45:00,20.87,40,4.19,61.32,26.14,87.46,North,no split needed
1071,3a2dec00,1010,3a2dec00-B12,7:04:00,8:15:00,20.87,40,4.19,61.32,26.14,87.46,North,no split needed
206,0bd380cb,773,0bd380cb-B20,20:25:00,21:09:00,13.21,60,6.62,52.17,35.34,87.5,Ryerson,no split needed
208,0bd380cb,773,0bd380cb-B22,21:05:00,21:49:00,13.21,60,6.62,52.17,35.34,87.5,Ryerson,no split needed
203,0bd380cb,773,0bd380cb-B18,19:45:00,20:29:00,13.33,60,6.57,52.17,35.34,87.51,Ryerson,no split needed
1093,3a2dec00,1010,3a2dec00-B7,6:04:00,7:15:00,20.87,40,4.19,61.38,26.14,87.51,North,no split needed
1075,3a2dec00,1010,3a2dec00-B16,8:53:00,10:03:00,20.88,40,4.19,61.47,26.07,87.53,North,no split needed
1088,3a2dec00,1010,3a2dec00-B28,0:11:00,1:21:00,20.88,40,4.19,61.47,26.07,87.54,North,no split needed
3146,cae05fc9,3997,cae05fc9-B7,8:52:00,9:28:00,8.84,60,9.91,50.05,37.52,87.56,Atlantic-Central,no split needed
1081,3a2dec00,1010,3a2dec00-B21,18:01:00,19:14:00,20.87,40,4.2,61.32,26.27,87.59,North,no split needed
1082,3a2dec00,1010,3a2dec00-B22,18:41:00,19:54:00,20.87,40,4.2,61.32,26.27,87.59,North,no split needed
3150,cae05fc9,3997,cae05fc9-B9,14:52:00,15:28:00,8.62,60,10.17,50.15,37.52,87.66,Atlantic-Central,no split needed
805,2ec64472,1214,2ec64472-B6,8:29:00,9:22:00,19.36,60,4.53,64.02,23.65,87.67,Atlantic-Central,no split needed
3130,cae05fc9,3997,cae05fc9-B11,18:52:00,19:29:00,8.61,60,10.18,50.09,37.6,87.69,Atlantic-Central,no split needed
3132,cae05fc9,3997,cae05fc9-B12,23:52:00,0:29:00,8.61,60,10.18,50.09,37.6,87.69,Atlantic-Central,no split needed
1084,3a2dec00,1010,3a2dec00-B24,21:05:00,22:15:00,21.18,40,4.14,61.65,26.07,87.72,North,no split needed
3816,f7722eef,544,f7722eef-B18,18:05:00,19:21:00,27.58,40,3.19,65.16,22.7,87.86,East,no split needed
200,0bd380cb,773,0bd380cb-B15,14:09:00,14:56:00,13.29,60,6.62,52.38,35.58,87.95,Ryerson,no split needed
216,0bd380cb,773,0bd380cb-B8,10:33:00,11:20:00,13.29,60,6.62,52.38,35.58,87.95,Ryerson,no split needed
2660,ab3b7982,107,ab3b7982-B9,8:45:00,9:42:00,20.23,40,4.35,65.25,22.81,88.06,South_Annex,no split needed
207,0bd380cb,773,0bd380cb-B21,20:45:00,21:29:00,13.33,60,6.61,52.74,35.34,88.07,Ryerson,no split needed
204,0bd380cb,773,0bd380cb-B19,20:05:00,20:49:00,13.33,60,6.61,52.74,35.34,88.07,Ryerson,no split needed
209,0bd380cb,773,0bd380cb-B23,21:25:00,22:09:00,13.33,60,6.61,52.74,35.34,88.07,Ryerson,no split needed
2644,ab3b7982,107,ab3b7982-B18,0:05:00,0:58:00,19.34,40,4.56,65.61,22.53,88.15,South_Annex,no split needed
2638,ab3b7982,107,ab3b7982-B15,21:45:00,22:43:00,19.19,40,4.6,65.37,22.88,88.25,South_Annex,no split needed
13,100346,988,6780291,7:01:00,8:24:00,38.04,40,2.32,81.49,6.86,88.35,East,no split needed
1302,50d6bd83,1994,50d6bd83-B14,23:15:00,0:19:00,22.09,40,4.01,62.82,25.66,88.48,North,no split needed
795,2ec64472,1214,2ec64472-B19,14:59:00,15:52:00,19.64,60,4.51,64.96,23.65,88.61,Atlantic-Central,no split needed
2630,ab3b7982,107,ab3b7982-B11,14:45:00,15:44:00,19.78,40,4.48,65.78,22.94,88.72,South_Annex,no split needed
791,2ec64472,1214,2ec64472-B15,12:59:00,13:52:00,19.85,60,4.47,65.09,23.65,88.73,Atlantic-Central,no split needed
792,2ec64472,1214,2ec64472-B16,13:29:00,14:22:00,19.61,60,4.53,65.15,23.65,88.8,Atlantic-Central,no split needed
1604,6dc559e4,57,6dc559e4-B3,8:12:00,9:12:00,18.01,40,4.93,52.91,35.92,88.83,Ryerson,no split needed
806,2ec64472,1214,2ec64472-B7,8:59:00,9:52:00,19.45,60,4.57,65.19,23.65,88.84,Atlantic-Central,no split needed
808,2ec64472,1214,2ec64472-B9,9:59:00,10:52:00,20.01,60,4.45,65.3,23.65,88.94,Atlantic-Central,no split needed
2634,ab3b7982,107,ab3b7982-B13,18:45:00,19:43:00,20.38,40,4.37,66.16,22.88,89.04,South_Annex,no split needed
801,2ec64472,1214,2ec64472-B24,17:29:00,18:22:00,18.89,60,4.72,65.51,23.65,89.15,Atlantic-Central,no split needed
738,29c1c393,15,29c1c393-B62,17:54:00,19:00:00,20.55,40,4.35,52.98,36.33,89.31,Ryerson,no split needed
740,29c1c393,15,29c1c393-B64,18:18:00,19:24:00,20.55,40,4.35,52.98,36.33,89.31,Ryerson,no split needed
800,2ec64472,1214,2ec64472-B23,16:59:00,17:52:00,20.27,60,4.41,65.69,23.65,89.33,Atlantic-Central,no split needed
3346,da284b6a,930,da284b6a-B10,18:51:00,19:51:00,20.5,60,4.36,83.94,5.39,89.33,East,no split needed
731,29c1c393,15,29c1c393-B56,16:42:00,17:48:00,20.69,40,4.32,53.07,36.33,89.4,Ryerson,no split needed
3020,c7ffa663,3028,c7ffa663-B5,8:45:00,9:45:00,15.27,40,5.86,50.7,38.74,89.44,Atlantic-Central,no split needed
1606,6dc559e4,57,6dc559e4-B5,8:52:00,9:53:00,18.15,40,4.93,53.51,35.99,89.49,Ryerson,no split needed
728,29c1c393,15,29c1c393-B53,16:06:00,17:12:00,20.72,40,4.32,53.21,36.33,89.54,Ryerson,no split needed
722,29c1c393,15,29c1c393-B48,15:06:00,16:12:00,20.45,40,4.38,53.25,36.33,89.58,Ryerson,no split needed
1318,547bbc79,3096,547bbc79-B5,8:48:00,9:42:00,21.49,40,4.17,68.27,21.34,89.62,Bellevue,no split needed
1874,78929f5c,3006,78929f5c-B17,18:32:00,19:12:00,13.52,60,6.63,65.15,24.49,89.64,North,no split needed
730,29c1c393,15,29c1c393-B55,16:30:00,17:36:00,20.61,40,4.35,53.32,36.33,89.65,Ryerson,no split needed
2923,ba101589,775,ba101589-B11,20:21:00,21:07:00,14.48,60,6.19,54.2,35.5,89.7,Ryerson,no split needed
732,29c1c393,15,29c1c393-B57,16:54:00,18:00:00,20.68,40,4.34,53.38,36.33,89.7,Ryerson,no split needed
718,29c1c393,15,29c1c393-B44,14:42:00,15:48:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
720,29c1c393,15,29c1c393-B46,14:54:00,16:00:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
723,29c1c393,15,29c1c393-B49,15:18:00,16:24:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
725,29c1c393,15,29c1c393-B50,15:30:00,16:36:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
726,29c1c393,15,29c1c393-B51,15:42:00,16:48:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
727,29c1c393,15,29c1c393-B52,15:54:00,17:00:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
729,29c1c393,15,29c1c393-B54,16:18:00,17:24:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
733,29c1c393,15,29c1c393-B58,17:06:00,18:12:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
734,29c1c393,15,29c1c393-B59,17:18:00,18:24:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
736,29c1c393,15,29c1c393-B60,17:30:00,18:36:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
737,29c1c393,15,29c1c393-B61,17:42:00,18:48:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
739,29c1c393,15,29c1c393-B63,18:06:00,19:12:00,20.71,40,4.33,53.39,36.33,89.72,Ryerson,no split needed
3635,eb1f1b94,1014,eb1f1b94-B17,23:39:00,0:40:00,23.44,40,3.83,53.75,35.99,89.74,Ryerson,no split needed
3633,eb1f1b94,1014,eb1f1b94-B15,18:39:00,19:40:00,23.18,40,3.87,53.8,35.99,89.78,Ryerson,no split needed
1988,881b2ba7,1040,881b2ba7-B15,5:48:00,7:15:00,24.89,40,3.61,64.65,25.15,89.8,South_Interim,no split needed
797,2ec64472,1214,2ec64472-B20,15:29:00,16:22:00,19.99,60,4.5,66.26,23.65,89.91,Atlantic-Central,no split needed
3360,da284b6a,930,da284b6a-B8,17:11:00,18:11:00,20.74,60,4.34,84.53,5.39,89.92,East,no split needed
750,29c1c393,15,29c1c393-B73,20:02:00,21:08:00,20.85,40,4.31,53.62,36.33,89.95,Ryerson,no split needed
1599,6dc559e4,57,6dc559e4-B1,7:32:00,8:32:00,17.82,40,5.05,54.03,35.92,89.95,Ryerson,no split needed
756,29c1c393,15,29c1c393-B79,21:02:00,22:08:00,20.99,40,4.29,53.62,36.33,89.95,Ryerson,no split needed
761,29c1c393,15,29c1c393-B83,21:42:00,22:48:00,20.88,40,4.31,53.63,36.33,89.96,Ryerson,no split needed
2922,ba101589,775,ba101589-B10,20:01:00,20:47:00,14.64,60,6.15,54.56,35.5,90.06,Ryerson,no split needed
2927,ba101589,775,ba101589-B15,21:41:00,22:27:00,14.64,60,6.15,54.56,35.5,90.06,Ryerson,no split needed
794,2ec64472,1214,2ec64472-B18,14:29:00,15:22:00,19.66,60,4.58,66.44,23.65,90.08,Atlantic-Central,no split needed
787,2ec64472,1214,2ec64472-B11,10:59:00,11:52:00,20.04,60,4.49,66.45,23.65,90.09,Atlantic-Central,no split needed
2925,ba101589,775,ba101589-B13,21:01:00,21:47:00,14.78,60,6.1,54.61,35.5,90.11,Ryerson,no split needed
807,2ec64472,1214,2ec64472-B8,9:29:00,10:22:00,20.16,60,4.47,66.5,23.65,90.15,Atlantic-Central,no split needed
197,0bd380cb,773,0bd380cb-B12,12:33:00,13:20:00,13.51,60,6.67,54.58,35.58,90.16,Ryerson,no split needed
199,0bd380cb,773,0bd380cb-B14,13:33:00,14:20:00,13.51,60,6.67,54.58,35.58,90.16,Ryerson,no split needed
3628,eb1f1b94,1014,eb1f1b94-B10,8:39:00,9:48:00,22.89,40,3.94,53.63,36.53,90.16,Ryerson,no split needed
213,0bd380cb,773,0bd380cb-B5,9:09:00,9:56:00,13.67,60,6.6,54.62,35.58,90.2,Ryerson,no split needed
214,0bd380cb,773,0bd380cb-B6,9:33:00,10:20:00,13.67,60,6.6,54.62,35.58,90.2,Ryerson,no split needed
215,0bd380cb,773,0bd380cb-B7,10:09:00,10:56:00,13.67,60,6.6,54.62,35.58,90.2,Ryerson,no split needed
217,0bd380cb,773,0bd380cb-B9,11:09:00,11:56:00,13.67,60,6.6,54.62,35.58,90.2,Ryerson,no split needed
1872,78929f5c,3006,78929f5c-B15,16:32:00,17:12:00,13.75,60,6.56,65.74,24.49,90.23,North,no split needed
3024,c7ffa663,3028,c7ffa663-B7,14:45:00,15:42:00,15.03,40,6.01,51.83,38.53,90.36,Atlantic-Central,no split needed
2025,881b2ba7,1040,881b2ba7-B49,21:36:00,22:58:00,25.76,40,3.51,65.58,24.81,90.39,South_Interim,no split needed
1605,6dc559e4,57,6dc559e4-B4,8:32:00,9:33:00,18.34,40,4.93,54.5,35.99,90.49,Ryerson,no split needed
196,0bd380cb,773,0bd380cb-B11,12:10:00,12:56:00,13.67,60,6.62,55.0,35.5,90.49,Ryerson,no split needed
2924,ba101589,775,ba101589-B12,20:41:00,21:27:00,15.1,60,6.0,55.04,35.5,90.54,Ryerson,no split needed
2926,ba101589,775,ba101589-B14,21:21:00,22:07:00,15.1,60,6.0,55.04,35.5,90.54,Ryerson,no split needed
2935,ba101589,775,ba101589-B9,19:21:00,20:07:00,15.1,60,6.0,55.04,35.5,90.54,Ryerson,no split needed
786,2ec64472,1214,2ec64472-B10,10:29:00,11:22:00,20.32,60,4.46,66.92,23.65,90.57,Atlantic-Central,no split needed
793,2ec64472,1214,2ec64472-B17,13:59:00,14:52:00,20.17,60,4.49,66.99,23.65,90.64,Atlantic-Central,no split needed
198,0bd380cb,773,0bd380cb-B13,13:09:00,13:56:00,13.73,60,6.6,55.07,35.58,90.64,Ryerson,no split needed
799,2ec64472,1214,2ec64472-B22,16:29:00,17:22:00,20.32,60,4.46,67.0,23.65,90.64,Atlantic-Central,no split needed
2060,89473d4b,3403,89473d4b-B6,8:46:00,9:42:00,33.01,40,2.75,67.67,23.04,90.7,South_Interim,no split needed
1991,881b2ba7,1040,881b2ba7-B18,6:00:00,7:30:00,25.16,40,3.61,65.37,25.36,90.72,South_Interim,no split needed
1983,881b2ba7,1040,881b2ba7-B10,5:36:00,7:03:00,25.41,40,3.57,65.67,25.15,90.83,South_Interim,no split needed
789,2ec64472,1214,2ec64472-B13,11:59:00,12:52:00,20.18,60,4.5,67.21,23.65,90.86,Atlantic-Central,no split needed
1987,881b2ba7,1040,881b2ba7-B14,5:48:00,7:18:00,25.11,40,3.62,65.52,25.36,90.88,South_Interim,no split needed
2023,881b2ba7,1040,881b2ba7-B47,18:36:00,20:11:00,25.44,40,3.57,65.22,25.7,90.92,South_Interim,no split needed
1992,881b2ba7,1040,881b2ba7-B19,6:12:00,7:42:00,25.25,40,3.6,65.57,25.36,90.93,South_Interim,no split needed
195,0bd380cb,773,0bd380cb-B10,11:34:00,12:20:00,13.73,60,6.62,55.45,35.5,90.94,Ryerson,no split needed
1995,881b2ba7,1040,881b2ba7-B21,6:36:00,8:06:00,25.18,40,3.61,65.65,25.36,91.0,South_Interim,no split needed
2103,91309ab0,22,91309ab0-B4,8:38:00,9:36:00,23.29,40,3.91,68.23,22.88,91.11,South_Annex,no split needed
1997,881b2ba7,1040,881b2ba7-B23,7:00:00,8:30:00,25.42,40,3.59,65.77,25.36,91.13,South_Interim,no split needed
1984,881b2ba7,1040,881b2ba7-B11,5:36:00,7:06:00,25.32,40,3.6,65.78,25.36,91.14,South_Interim,no split needed
2022,881b2ba7,1040,881b2ba7-B46,14:36:00,16:06:00,25.46,40,3.58,65.79,25.36,91.15,South_Interim,no split needed
3028,c7ffa663,3028,c7ffa663-B9,18:45:00,19:44:00,15.56,40,5.86,52.54,38.67,91.21,Atlantic-Central,no split needed
1994,881b2ba7,1040,881b2ba7-B20,6:24:00,7:54:00,25.21,40,3.62,65.94,25.36,91.3,South_Interim,no split needed
754,29c1c393,15,29c1c393-B77,20:42:00,21:48:00,21.09,40,4.33,55.03,36.33,91.36,Ryerson,no split needed
1335,5914a08b,3047,5914a08b-B5,8:52:00,9:38:00,20.77,40,4.4,53.61,37.78,91.39,Atlantic-Central,no split needed
2024,881b2ba7,1040,881b2ba7-B48,21:00:00,22:22:00,25.3,40,3.61,66.63,24.81,91.44,South_Interim,no split needed
798,2ec64472,1214,2ec64472-B21,15:59:00,16:52:00,20.75,60,4.41,67.86,23.65,91.5,Atlantic-Central,no split needed
1998,881b2ba7,1040,881b2ba7-B24,7:12:00,8:39:00,25.92,40,3.53,66.37,25.15,91.52,South_Interim,no split needed
3362,da284b6a,930,da284b6a-B9,18:11:00,19:11:00,20.99,60,4.36,86.15,5.39,91.55,East,no split needed
2005,881b2ba7,1040,881b2ba7-B30,7:48:00,9:15:00,26.04,40,3.52,66.4,25.15,91.55,South_Interim,no split needed
2002,881b2ba7,1040,881b2ba7-B28,7:36:00,9:03:00,26.04,40,3.52,66.46,25.15,91.61,South_Interim,no split needed
2021,881b2ba7,1040,881b2ba7-B45,10:00:00,11:30:00,25.64,40,3.57,66.28,25.36,91.64,South_Interim,no split needed
2614,aaaa5475,33,aaaa5475-B19,18:35:00,19:41:00,19.29,40,4.75,55.36,36.33,91.69,Ryerson,no split needed
2007,881b2ba7,1040,881b2ba7-B32,8:00:00,9:27:00,25.75,40,3.56,66.59,25.15,91.75,South_Interim,no split needed
1869,78929f5c,3006,78929f5c-B12,14:52:00,15:34:00,13.91,60,6.6,67.12,24.65,91.77,North,no split needed
3159,cc6927ab,1059 RR (G Line),cc6927ab-B13,23:24:00,0:59:00,12.1,40,7.59,50.73,41.13,91.86,Atlantic-Central,no split needed
1996,881b2ba7,1040,881b2ba7-B22,6:48:00,8:18:00,25.63,40,3.58,66.52,25.36,91.87,South_Interim,no split needed
2000,881b2ba7,1040,881b2ba7-B26,7:24:00,8:51:00,26.24,40,3.51,66.86,25.15,92.01,South_Interim,no split needed
1990,881b2ba7,1040,881b2ba7-B17,6:00:00,7:27:00,26.11,40,3.53,66.89,25.15,92.04,South_Interim,no split needed
17,100350,994,6780349,15:13:00,16:54:00,38.91,40,2.37,84.01,8.09,92.1,East,no split needed
744,29c1c393,15,29c1c393-B68,19:12:00,20:18:00,21.51,40,4.29,55.89,36.33,92.22,Ryerson,no split needed
760,29c1c393,15,29c1c393-B82,21:32:00,22:38:00,21.51,40,4.29,55.89,36.33,92.22,Ryerson,no split needed
2059,89473d4b,3403,89473d4b-B5,8:41:00,9:35:00,32.59,40,2.83,69.39,22.9,92.29,South_Interim,no split needed
1985,881b2ba7,1040,881b2ba7-B12,5:36:00,6:58:00,26.33,40,3.51,67.51,24.81,92.32,South_Interim,no split needed
3517,e56edb42,125,e56edb42-B12,23:40:00,0:40:00,19.67,40,4.69,53.6,38.74,92.34,Atlantic-Central,no split needed
748,29c1c393,15,29c1c393-B71,19:42:00,20:48:00,21.42,40,4.32,56.16,36.33,92.49,Ryerson,no split needed
900,30c6e352,1061,30c6e352-B26,18:49:00,19:56:00,14.47,40,6.4,53.38,39.21,92.6,Atlantic-Central,no split needed
904,30c6e352,1061,30c6e352-B28,23:49:00,0:56:00,14.47,40,6.4,53.38,39.21,92.6,Atlantic-Central,no split needed
2027,881b2ba7,1040,881b2ba7-B6,5:12:00,6:34:00,26.14,40,3.54,67.81,24.81,92.62,South_Interim,no split needed
1325,5846a161,631,5846a161-B3,8:30:00,9:10:00,12.92,60,7.17,53.71,38.95,92.66,South,no split needed
1339,5914a08b,3047,5914a08b-B7,19:43:00,20:30:00,21.47,40,4.32,54.92,37.85,92.77,Atlantic-Central,no split needed
1993,881b2ba7,1040,881b2ba7-B2,4:48:00,17:54:00,26.59,40,3.49,68.0,24.81,92.81,South_Interim,no split needed
201,0bd380cb,773,0bd380cb-B16,14:33:00,15:20:00,13.95,60,6.65,57.27,35.58,92.85,Ryerson,no split needed
2061,89473d4b,3403,89473d4b-B7,14:46:00,15:41:00,33.89,40,2.74,69.92,22.97,92.88,South_Interim,no split needed
752,29c1c393,15,29c1c393-B75,20:22:00,21:28:00,22.08,40,4.21,56.6,36.33,92.93,Ryerson,no split needed
1600,6dc559e4,57,6dc559e4-B10,16:45:00,17:40:00,19.59,40,4.74,57.39,35.58,92.97,Ryerson,no split needed
1337,5914a08b,3047,5914a08b-B6,14:43:00,15:30:00,21.34,40,4.36,55.13,37.85,92.98,Atlantic-Central,no split needed
1341,5914a08b,3047,5914a08b-B8,21:13:00,22:00:00,21.81,40,4.27,55.18,37.85,93.02,Atlantic-Central,no split needed
1873,78929f5c,3006,78929f5c-B16,17:32:00,18:12:00,13.97,60,6.66,68.58,24.49,93.07,North,no split needed
1607,6dc559e4,57,6dc559e4-B6,14:45:00,15:40:00,19.59,40,4.75,57.5,35.58,93.07,Ryerson,no split needed
1601,6dc559e4,57,6dc559e4-B11,17:15:00,18:10:00,19.34,40,4.82,57.57,35.58,93.14,Ryerson,no split needed
2029,881b2ba7,1040,881b2ba7-B8,5:24:00,6:46:00,26.11,40,3.57,68.35,24.81,93.16,South_Interim,no split needed
742,29c1c393,15,29c1c393-B66,18:52:00,19:58:00,22.09,40,4.22,56.84,36.33,93.17,Ryerson,no split needed
825,2ecabd20,554,2ecabd20-B17,15:42:00,16:42:00,32.42,40,2.88,71.79,21.6,93.39,East,no split needed
829,2ecabd20,554,2ecabd20-B19,21:52:00,22:52:00,32.42,40,2.88,71.85,21.6,93.45,East,no split needed
1608,6dc559e4,57,6dc559e4-B7,15:15:00,16:11:00,18.99,40,4.92,57.83,35.64,93.47,Ryerson,no split needed
1610,6dc559e4,57,6dc559e4-B9,16:15:00,17:10:00,19.63,40,4.76,57.94,35.58,93.51,Ryerson,no split needed
888,30c6e352,1061,30c6e352-B20,8:49:00,10:10:00,14.47,40,6.46,53.38,40.17,93.55,Atlantic-Central,no split needed
1609,6dc559e4,57,6dc559e4-B8,15:45:00,16:40:00,19.89,40,4.71,58.18,35.58,93.76,Ryerson,no split needed
1602,6dc559e4,57,6dc559e4-B12,17:45:00,18:40:00,19.57,40,4.81,58.49,35.58,94.06,Ryerson,no split needed
827,2ecabd20,554,2ecabd20-B18,21:22:00,22:22:00,33.26,40,2.83,72.6,21.6,94.2,East,no split needed
3196,cfa9dc33,3998,cfa9dc33-B10,14:52:00,15:45:00,17.74,60,5.31,71.08,23.15,94.24,South_Annex,no split needed
3210,cfa9dc33,3998,cfa9dc33-B8,8:52:00,9:45:00,17.74,60,5.31,71.08,23.15,94.24,South_Annex,no split needed
755,29c1c393,15,29c1c393-B78,20:52:00,21:58:00,22.09,40,4.28,58.3,36.33,94.62,Ryerson,no split needed
1459,65f315cd,24,65f315cd-B8,8:38:00,9:39:00,22.35,40,4.24,58.81,35.99,94.8,Ryerson,no split needed
1762,77c50d34,116,77c50d34-B13,15:15:00,16:31:00,20.49,40,4.63,55.01,39.83,94.84,Atlantic-Central,no split needed
1766,77c50d34,116,77c50d34-B15,15:55:00,17:11:00,20.49,40,4.63,55.01,39.83,94.84,Atlantic-Central,no split needed
1774,77c50d34,116,77c50d34-B19,17:15:00,18:31:00,20.49,40,4.63,55.01,39.83,94.84,Atlantic-Central,no split needed
15,100350,994,6780316,6:32:00,8:21:00,42.9,40,2.21,86.22,8.63,94.86,East,no split needed
1982,881b2ba7,1040,881b2ba7-B1,4:36:00,19:54:00,27.29,40,3.48,70.13,24.81,94.95,South_Interim,no split needed
1772,77c50d34,116,77c50d34-B18,16:55:00,18:11:00,20.49,40,4.63,55.12,39.83,94.95,Atlantic-Central,no split needed
1778,77c50d34,116,77c50d34-B20,17:35:00,18:51:00,20.49,40,4.63,55.12,39.83,94.95,Atlantic-Central,no split needed
3533,e56edb42,125,e56edb42-B9,18:40:00,19:33:00,20.72,40,4.58,56.71,38.26,94.97,Atlantic-Central,no split needed
741,29c1c393,15,29c1c393-B65,18:42:00,19:48:00,22.19,40,4.28,58.66,36.33,94.99,Ryerson,no split needed
749,29c1c393,15,29c1c393-B72,19:52:00,20:58:00,22.12,40,4.29,58.67,36.33,95.0,Ryerson,no split needed
1450,65f315cd,24,65f315cd-B18,21:38:00,22:37:00,22.26,40,4.27,59.28,35.85,95.13,Ryerson,no split needed
2613,aaaa5475,33,aaaa5475-B18,18:35:00,19:38:00,20.68,40,4.6,59.04,36.12,95.16,Ryerson,no split needed
1449,65f315cd,24,65f315cd-B17,21:18:00,22:17:00,22.09,40,4.31,59.32,35.85,95.17,Ryerson,no split needed
